    1,500000e+00    3,238392e-01   -4,627938e-01
    1,550000e+00    3,007529e-01   -4,599115e-01
    1,600000e+00    2,779187e-01   -4,527885e-01
    1,650000e+00    2,555365e-01   -4,419171e-01
    1,700000e+00    2,337811e-01   -4,278024e-01
    1,750000e+00    2,128019e-01   -4,109517e-01
    1,800000e+00    1,927232e-01   -3,918647e-01
    1,850000e+00    1,736446e-01   -3,710251e-01
    1,900000e+00    1,556422e-01   -3,488930e-01
    1,950000e+00    1,387697e-01   -3,258991e-01
    2,000000e+00    1,230600e-01   -3,024394e-01
    2,050000e+00    1,085275e-01   -2,788721e-01
    2,100000e+00    9,516929e-02   -2,555150e-01
    2,150000e+00    8,296785e-02   -2,326444e-01
    2,200000e+00    7,189281e-02   -2,104946e-01
    2,250000e+00    6,190312e-02   -1,892592e-01
    2,300000e+00    5,294906e-02   -1,690920e-01
    2,350000e+00    4,497415e-02   -1,501097e-01
    2,400000e+00    3,791697e-02   -1,323941e-01
    2,450000e+00    3,171277e-02   -1,159959e-01
    2,500000e+00    2,629503e-02   -1,009374e-01
    2,550000e+00    2,159673e-02   -8,721613e-02
    2,600000e+00    1,755151e-02   -7,480881e-02
    2,650000e+00    1,409463e-02   -6,367443e-02
    2,700000e+00    1,116377e-02   -5,375781e-02
    2,750000e+00    8,699650e-03   -4,499275e-02
    2,800000e+00    6,646532e-03   -3,730501e-02
    2,850000e+00    4,952519e-03   -3,061493e-02
    2,900000e+00    3,569788e-03   -2,483984e-02
    2,950000e+00    2,454679e-03   -1,989612e-02
    3,000000e+00    1,567702e-03   -1,570093e-02
    3,050000e+00    8,734560e-04   -1,217367e-02
    3,100000e+00    3,404916e-04   -9,237143e-03
    3,150000e+00   -5,888577e-05   -6,818430e-03
    3,200000e+00   -3,488452e-04   -4,849528e-03
    3,250000e+00   -5,502879e-04   -3,267777e-03
    3,300000e+00   -6,811207e-04   -2,016082e-03
    3,350000e+00   -7,565362e-04   -1,042979e-03
    3,400000e+00   -7,892937e-04   -3,025659e-04
    3,450000e+00   -7,899927e-04    2,456840e-04
    3,500000e+00   -7,673352e-04    6,371741e-04
    3,550000e+00   -7,283740e-04    9,025495e-04
    3,600000e+00   -6,787426e-04    1,068010e-03
    3,650000e+00   -6,228659e-04    1,155746e-03
    3,700000e+00   -5,641516e-04    1,184330e-03
    3,750000e+00   -5,051609e-04    1,169119e-03
    3,800000e+00   -4,477591e-04    1,122651e-03
    3,850000e+00   -3,932474e-04    1,055010e-03
    3,900000e+00   -3,424769e-04    9,741775e-04
    3,950000e+00   -2,959453e-04    8,863534e-04
    4,000000e+00   -2,538790e-04    7,962429e-04
    4,050000e+00   -2,163007e-04    7,073166e-04
    4,100000e+00   -1,830861e-04    6,220388e-04
    4,150000e+00   -1,540081e-04    5,420655e-04
    4,200000e+00   -1,287739e-04    4,684156e-04
    4,250000e+00   -1,070523e-04    4,016148e-04
    4,300000e+00   -8,849560e-05    3,418170e-04
    4,350000e+00   -7,275576e-05    2,889039e-04
    4,400000e+00   -5,949559e-05    2,425661e-04
    4,450000e+00   -4,839682e-05    2,023678e-04
    4,500000e+00   -3,916503e-05    1,677974e-04
    4,550000e+00   -3,153245e-05    1,383069e-04
    4,600000e+00   -2,525898e-05    1,133407e-04
    4,650000e+00   -2,013205e-05    9,235662e-05
    4,700000e+00   -1,596556e-05    7,484052e-05
    4,750000e+00   -1,259819e-05    6,031562e-05
    4,800000e+00   -9,891421e-06    4,834779e-05
    4,850000e+00   -7,727320e-06    3,854775e-05
    4,900000e+00   -6,006291e-06    3,057118e-05
    4,950000e+00   -4,644861e-06    2,411706e-05
    5,000000e+00   -3,573578e-06    1,892507e-05
    5,050000e+00   -2,735060e-06    1,477225e-05
    5,100000e+00   -2,082209e-06    1,146941e-05
    5,150000e+00   -1,576626e-06    8,857308e-06
    5,200000e+00   -1,187197e-06    6,803054e-06
    5,250000e+00   -8,888720e-07    5,196535e-06
    5,300000e+00   -6,616021e-07    3,947204e-06
    5,350000e+00   -4,894405e-07    2,981117e-06
    5,400000e+00   -3,597772e-07    2,238303e-06
    5,450000e+00   -2,627007e-07    1,670449e-06
    5,500000e+00   -1,904661e-07    1,238882e-06
    5,550000e+00   -1,370578e-07    9,128496e-07
    5,600000e+00   -9,783075e-08    6,680499e-07
    5,650000e+00   -6,921978e-08    4,853991e-07
    5,700000e+00   -4,850537e-08    3,500060e-07
    5,750000e+00   -3,362572e-08    2,503227e-07
    5,800000e+00   -2,302757e-08    1,774512e-07
    5,850000e+00   -1,554833e-08    1,245780e-07
    5,900000e+00   -1,032364e-08    8,652013e-08
    5,950000e+00   -6,715299e-09    5,936001e-08
    6,000000e+00   -4,255492e-09    4,015671e-08
    6,050000e+00   -2,603912e-09    2,671751e-08
    6,100000e+00   -1,514991e-09    1,741919e-08
    6,150000e+00   -8,130553e-10    1,106898e-08
    6,200000e+00   -3,735990e-10    6,797211e-09
    6,250000e+00   -1,092829e-10    3,974984e-09
    6,300000e+00    4,046639e-11    2,151489e-09
    6,350000e+00    1,171195e-10    1,006612e-09
    6,400000e+00    1,486477e-10    3,153896e-10
    6,450000e+00    1,535855e-10   -7,847469e-11
    6,500000e+00    1,439494e-10   -2,821713e-10
